"Latitude (decimal degrees):	42.088",,,,,,
"Longitude (decimal degrees):	2.816",,,,,,
"Elevation (m):	99",,,,,,
"Radiation database:	PVGIS-SARAH3",,,,,,
,,,,,,
,,,,,,
Slope: 30 deg. ,,,,,,
Azimuth: 0 deg. ,,,,,,
"Nominal power of the PV system (c-Si) (kWp):	1.0",,,,,,
"System losses (%):	14.0",,,,,,
time,P,G(i),H_sun,T2m,WS10m,Int
20230328:2110,0,0,0,11.83,3.03,0
20230328:2210,0,0,0,11.11,2.83,0
20230328:2310,0,0,0,10.51,2.41,0
20230329:0010,0,0,0,9.94,2.34,0
20230329:0110,0,0,0,9.45,2.28,0
20230329:0210,0,0,0,9,2.21,0
20230329:0310,0,0,0,8.62,2.07,0
20230329:0410,0,0,0,8.26,1.93,0
20230329:0510,0,0,0,7.9,1.86,0
20230329:0610,14.42,31.92,5.28,7.75,1.79,0
20230329:0710,208.75,277.59,16.35,9.76,1.38,0
20230329:0810,411.1,525.15,27.03,13.75,1.1,0
20230329:0910,568.34,753.13,36.81,16.4,1.24,0
20230329:1010,669.96,929.5,44.89,18.62,1.24,0
20230329:1110,731.77,1036.14,50.08,20.33,1.79,0
20230329:1210,760.96,1080.31,51.13,21.81,2.48,0
20230329:1310,715.72,991.01,47.72,22.85,3.24,0
20230329:1410,633.09,849.2,40.79,23.31,4,0
20230329:1510,470.49,611.2,31.67,23.03,4.55,0
20230329:1610,301.03,396.32,21.32,22.13,4.76,0
20230329:1710,90.54,151.66,10.38,20.45,4.48,0
20230329:1810,0,0,0,18.11,4.41,0
20230329:1910,0,0,0,15.82,4.14,0
20230329:2010,0,0,0,14.55,3.86,0
20230329:2110,0,0,0,13.58,3.79,0
20230329:2210,0,0,0,12.83,3.72,0
20230329:2310,0,0,0,12.27,3.59,0
20230330:0010,0,0,0,11.86,3.45,0
20230330:0110,0,0,0,11.54,3.38,0
20230330:0210,0,0,0,11.22,3.24,0
20230330:0310,0,0,0,10.74,2.97,0
20230330:0410,0,0,0,10.43,2.55,0
20230330:0510,0,0,0,9.98,2,0
20230330:0610,6.51,17.97,5.6,9.63,1.52,0
20230330:0710,114.07,154.26,16.68,11.51,1.03,0
20230330:0810,212.45,269.84,27.37,13.56,1.93,0
20230330:0910,590.66,763.79,37.17,14.98,2.55,0
20230330:1010,696.53,929.82,45.28,16.59,2.83,0
20230330:1110,756.15,1029.16,50.48,17.82,3.17,0
20230330:1210,761.23,1040.66,51.51,18.67,3.31,0
20230330:1310,723.8,982.94,48.05,19.1,3.17,0
20230330:1410,602.14,792.04,41.08,18.91,3.17,0
20230330:1510,488.38,627.91,31.91,18.34,3.17,0
20230330:1610,238.54,309.41,21.54,17.34,2.9,0
20230330:1710,90.93,149.08,10.58,16.29,2.21,0
20230330:1810,0,0,0,15.26,1.38,0
20230330:1910,0,0,0,14.21,1.72,0
20230330:2010,0,0,0,13.4,1.79,0
20230330:2110,0,0,0,12.88,1.93,0
20230330:2210,0,0,0,12.38,2.14,0
20230330:2310,0,0,0,12.01,2.28,0
20230331:0010,0,0,0,11.86,2.21,0
20230331:0110,0,0,0,11.72,2.07,0
20230331:0210,0,0,0,11.76,1.93,0
20230331:0310,0,0,0,11.77,1.66,0
20230331:0410,0,0,0,11.68,1.72,0
20230331:0510,0,0,0,11.62,2.14,0
20230331:0610,8.27,20.81,5.92,11.29,1.86,0
20230331:0710,184.62,246.64,17,12.4,1.38,0
20230331:0810,413.77,527.04,27.71,14.3,1.59,0
20230331:0910,579.27,757.38,37.53,15.96,2,0
20230331:1010,687.23,922,45.66,17.27,2.62,0
20230331:1110,735.45,1008.41,50.88,17.76,2.48,0
20230331:1210,704.64,965.15,51.89,18.63,2.41,0
20230331:1310,516.87,667.92,48.38,18.39,3.52,0
20230331:1410,612.35,796.15,41.35,17.56,3.59,0
20230331:1510,357.33,451.95,32.15,16.56,2.76,0
20230331:1610,150.01,198.29,21.75,16.22,2.28,0
20230331:1710,53.13,83.85,10.79,15.79,2,0
20230331:1810,0,0,0,15.13,1.79,0
20230331:1910,0,0,0,14.32,1.59,0
20230331:2010,0,0,0,13.74,1.52,0
20230331:2110,0,0,0,12.81,1.03,0
20230331:2210,0,0,0,12.38,1.1,0
20230331:2310,0,0,0,11.99,1.59,0
20230401:0010,0,0,0,10.77,1.59,0
20230401:0110,0,0,0,10.02,1.31,0
20230401:0210,0,0,0,9.34,1.24,0
20230401:0310,0,0,0,9.09,1.31,0
20230401:0410,0,0,0,8.96,1.24,0
20230401:0510,0,0,0,9.49,0.9,0
20230401:0610,14.73,31.01,6.24,10.33,0.55,0
20230401:0710,17.56,34.06,17.32,10.85,0.83,0
20230401:0810,148.75,192.1,28.04,10.94,1.1,0
20230401:0910,207.28,261.89,37.88,11.28,1.31,0
20230401:1010,641.17,841.51,46.04,10.79,1.24,0
20230401:1110,740.39,1006.54,51.27,11.21,1.24,0
20230401:1210,683.36,925.87,52.27,12.02,0.9,0
20230401:1310,252.86,321.27,48.71,13.43,1.03,0
20230401:1410,47.27,72.84,41.63,14.62,1.86,0
20230401:1510,134.46,176.72,32.39,13.61,2.34,0
20230401:1610,22.98,41.62,21.96,13.2,2.34,0
20230401:1710,13.34,28.38,10.99,12.58,2.14,0
20230401:1810,0,0,0,11.33,2.41,0
20230401:1910,0,0,0,11.24,2,0
20230401:2010,0,0,0,10.73,1.24,0
20230401:2110,0,0,0,10.13,0.69,0
20230401:2210,0,0,0,9.33,0.97,0
20230401:2310,0,0,0,8.03,1.31,0
20230402:0010,0,0,0,7.34,1.1,0
20230402:0110,0,0,0,6.78,1.1,0
20230402:0210,0,0,0,5.62,1.31,0
20230402:0310,0,0,0,5.1,1.45,0
20230402:0410,0,0,0,4.44,1.72,0
20230402:0510,0,0,0,3.97,2.07,0
20230402:0610,30.81,67.65,6.55,3.73,2.07,0
20230402:0710,233.12,303.72,17.64,7.85,2,0
20230402:0810,450.77,564.85,28.37,11.13,2.07,0
20230402:0910,618.51,791.74,38.23,12.92,2.9,0
20230402:1010,735.47,960.36,46.41,14.75,4.14,0
20230402:1110,786.3,1042.54,51.66,16.03,4.55,0
20230402:1210,828.25,1101.61,52.65,17.1,5.45,0
20230402:1310,784.43,1023.14,49.04,17.38,6.28,0
20230402:1410,588.3,742.24,41.91,17.23,6.34,0
20230402:1510,522,654.65,32.62,17.23,6.07,0
20230402:1610,323.54,414.08,22.17,16.83,5.38,0
20230402:1710,96.02,155.67,11.19,15.95,4.21,0
20230402:1810,0,0,0,14.43,4,0
20230402:1910,0,0,0,12.92,4.21,0
20230402:2010,0,0,0,11.96,4.34,0
20230402:2110,0,0,0,11.24,4.14,0
20230402:2210,0,0,0,10.82,3.86,0
20230402:2310,0,0,0,10.24,3.31,0
20230403:0010,0,0,0,9.75,3.1,0
20230403:0110,0,0,0,9.21,3.03,0
20230403:0210,0,0,0,8.74,3.03,0
20230403:0310,0,0,0,8.34,3.03,0
20230403:0410,0,0,0,8.03,3.1,0
20230403:0510,0,0,0,7.76,3.31,0
20230403:0610,32.12,68.95,6.87,7.72,3.38,0
20230403:0710,192.8,249.97,17.96,9.77,3.66,0
20230403:0810,448.7,552.28,28.7,11.79,4.55,0
20230403:0910,615.96,771.64,38.58,13.39,4.97,0
20230403:1010,724.04,928.57,46.79,14.75,5.38,0
20230403:1110,749.72,976.04,52.06,15.88,5.31,0
20230403:1210,824.1,1098.03,53.02,16.71,5.1,0
20230403:1310,769.24,1012.61,49.37,17.31,5.24,0
20230403:1410,676.43,873,42.18,17.34,5.17,0
20230403:1510,522.28,662.75,32.85,17.21,4.48,0
20230403:1610,318.43,410.28,22.38,16.26,3.38,0
20230403:1710,97.79,158.85,11.38,15.53,2.21,0
20230403:1810,0,0,0,14.26,1.93,0
20230403:1910,0,0,0,13.33,2.28,0
20230403:2010,0,0,0,12.09,2.41,0
20230403:2110,0,0,0,10.96,2.34,0
20230403:2210,0,0,0,9.94,2.21,0
20230403:2310,0,0,0,9.09,2.07,0
20230404:0010,0,0,0,8.31,2.07,0
20230404:0110,0,0,0,7.79,2.14,0
20230404:0210,0,0,0,7.58,2,0
20230404:0310,0,0,0,7,1.86,0
20230404:0410,0,0,0,6.54,1.93,0
20230404:0510,0,0,0,6.44,2.07,0
20230404:0610,34.39,73.8,7.18,6.51,2.14,0
20230404:0710,242.04,315.7,18.27,8.24,1.52,0
20230404:0810,456.08,569.31,29.03,10.98,2.41,0
20230404:0910,624.54,792.72,38.93,12.44,3.45,0
20230404:1010,743.89,963.88,47.16,13.37,4.28,0
20230404:1110,810.91,1062.79,52.45,14.1,4.97,0
20230404:1210,838.62,1104.71,53.39,14.69,5.31,0
20230404:1310,786.76,1023.75,49.69,14.79,5.31,0
20230404:1410,684.42,873.2,42.45,14.95,5.17,0
20230404:1510,534.21,667.39,33.09,14.54,4.9,0
20230404:1610,322.98,408.99,22.59,13.67,4.28,0
20230404:1710,101.01,160.83,11.58,12.61,3.17,0
20230404:1810,0,0,0,11.67,1.59,0
20230404:1910,0,0,0,10.84,1.52,0
20230404:2010,0,0,0,9.58,1.38,0
20230404:2110,0,0,0,8.46,1.45,0
20230404:2210,0,0,0,7.52,1.59,0
20230404:2310,0,0,0,6.8,1.72,0
20230405:0010,0,0,0,6.07,1.79,0
20230405:0110,0,0,0,5.56,1.79,0
20230405:0210,0,0,0,5.08,1.79,0
20230405:0310,0,0,0,4.66,1.72,0
20230405:0410,0,0,0,4.4,1.72,0
20230405:0510,0,0,0,4.25,1.72,0
20230405:0610,37.31,76.69,7.49,4.46,1.66,0
20230405:0710,239.75,311.29,18.58,7.15,0.97,0
20230405:0810,442.7,566.42,29.35,11.38,0.41,0
20230405:0910,597.49,791.02,39.28,12.98,0.76,0
20230405:1010,704.32,961.69,47.54,14.32,1.31,0
20230405:1110,765.49,1064.87,52.83,15.31,1.72,0
20230405:1210,782.27,1094.32,53.76,15.77,1.86,0
20230405:1310,730.9,1020.17,50.01,16.43,1.38,0
20230405:1410,649.85,874.1,42.72,16.51,1.72,0
20230405:1510,504.58,649.44,33.31,16.2,2.34,0
20230405:1610,313.91,405.39,22.8,15.8,2.55,0
20230405:1710,99.46,159.78,11.78,14.87,2.69,0
20230405:1810,0,0,0,13.79,2,0
20230405:1910,0,0,0,12.56,1.79,0
20230405:2010,0,0,0,11.48,1.79,0
20230405:2110,0,0,0,10.5,1.79,0
20230405:2210,0,0,0,9.38,1.79,0
20230405:2310,0,0,0,8.33,1.86,0
20230406:0010,0,0,0,7.67,1.86,0
20230406:0110,0,0,0,7.24,1.86,0
20230406:0210,0,0,0,6.87,1.79,0
20230406:0310,0,0,0,6.66,1.66,0
20230406:0410,0,0,0,6.67,1.52,0
20230406:0510,0,0,0,6.55,1.52,0
20230406:0610,34.63,61.28,7.8,6.69,1.45,0
20230406:0710,170.6,221.57,18.9,8.59,0.69,0
20230406:0810,179.44,231.07,29.68,12.41,0.14,0
20230406:0910,481.26,622.34,39.62,14.05,0.9,0
20230406:1010,626.49,840.36,47.91,14.99,1.24,0
20230406:1110,653.37,882.52,53.22,15.41,1.52,0
20230406:1210,769.39,1063.51,54.13,15.55,2.07,0
20230406:1310,735.45,990.85,50.33,15.42,2.62,0
20230406:1410,588.88,759.13,42.99,14.56,2.76,0
20230406:1510,362.13,455.83,33.54,14.84,2.41,0
20230406:1610,274.51,353.03,23,14.69,1.93,0
20230406:1710,98.07,156.86,11.98,14.29,2.07,0
20230406:1810,0,0,0,13.56,1.93,0
20230406:1910,0,0,0,13.43,2.28,0
20230406:2010,0,0,0,12.28,2.14,0
20230406:2110,0,0,0,11.04,2.07,0
20230406:2210,0,0,0,9.77,2.07,0
20230406:2310,0,0,0,8.82,2,0
20230407:0010,0,0,0,8.12,2,0
20230407:0110,0,0,0,7.52,1.93,0
20230407:0210,0,0,0,7.02,2,0
20230407:0310,0,0,0,6.79,2,0
20230407:0410,0,0,0,6.61,2.07,0
20230407:0510,0,0,0,6.44,2,0
20230407:0610,41.03,82.73,8.1,6.66,1.86,0
20230407:0710,230.17,301.03,19.2,9.72,1.1,0
20230407:0810,436.01,564.77,30,14.43,0.55,0
20230407:0910,578.72,778.14,39.96,16.6,0.76,0
20230407:1010,678.62,949.98,48.27,17.93,0.9,0
20230407:1110,731.54,1044.79,53.6,18.82,1.17,0
20230407:1210,738.06,1060.52,54.5,19.59,1.24,0
20230407:1310,707.89,998.94,50.65,20.06,1.52,0
20230407:1410,631.51,855.69,43.25,19.82,2.07,0
20230407:1510,399.07,515.08,33.77,19.51,2.48,0
20230407:1610,301.01,394.14,23.21,18.72,2.55,0
20230407:1710,96.06,156.03,12.17,17.72,2.14,0
20230407:1810,0,0,0,16.51,1.38,0
20230407:1910,0,0,0,15.66,1.72,0
20230407:2010,0,0,0,14.14,1.66,0
20230407:2110,0,0,0,13.42,1.86,0
20230407:2210,0,0,0,12.43,1.93,0
20230407:2310,0,0,0,11.54,1.86,0
20230408:0010,0,0,0,11.45,2.14,0
20230408:0110,0,0,0,11.63,3.1,0
20230408:0210,0,0,0,11.11,2.97,0
20230408:0310,0,0,0,10.41,2.55,0
20230408:0410,0,0,0,9.81,2.34,0
20230408:0510,0,0,0,9.35,2.34,0
20230408:0610,42.2,83.45,8.41,9.15,2.28,0
20230408:0710,244.61,319.56,19.51,10.79,2.28,0
20230408:0810,457.74,569.75,30.31,12.5,3.52,0
20230408:0910,623.55,792.09,40.3,13.57,3.86,0
20230408:1010,733.75,958.73,48.64,14.54,4,0
20230408:1110,794.37,1060.16,53.99,15.3,4,0
20230408:1210,796.89,1069.09,54.87,15.78,3.93,0
20230408:1310,757.68,1007.47,50.96,16.03,3.86,0
20230408:1410,658.98,857.72,43.51,16.31,3.72,0
20230408:1510,511.74,652.75,33.99,16.23,3.24,0
20230408:1610,313.27,405.72,23.41,15.86,2.21,0
20230408:1710,98.8,159.04,12.36,15.34,1.24,0
20230408:1810,0,0,0,14.62,0.41,0
20230408:1910,0,0,0,12.67,1.03,0
20230408:2010,0,0,0,11.32,1.31,0
20230408:2110,0,0,0,10.49,1.79,0
20230408:2210,0,0,0,9.69,2,0
20230408:2310,0,0,0,8.39,2,0
20230409:0010,0,0,0,7.45,1.93,0
20230409:0110,0,0,0,6.85,1.93,0
20230409:0210,0,0,0,6.46,1.93,0
20230409:0310,0,0,0,6.19,1.93,0
20230409:0410,0,0,0,5.96,1.86,0
20230409:0510,0,0,0,5.8,1.79,0
20230409:0610,27.38,46.85,8.71,6.33,1.45,0
20230409:0710,237.92,310.89,19.82,9.48,0.62,0
20230409:0810,319.64,408.51,30.63,14.16,0.34,0
20230409:0910,393.25,504.05,40.64,16.04,1.45,0
20230409:1010,332.45,426.25,49,17.38,2.07,0
20230409:1110,379.2,488.57,54.37,18.44,2.55,0
20230409:1210,491.67,639.98,55.23,19.06,3.1,0
20230409:1310,567.29,745.48,51.28,19.45,3.38,0
20230409:1410,635.44,841.1,43.77,19.43,3.45,0
20230409:1510,419.46,536.99,34.21,19,3.38,0
20230409:1610,309.91,404.74,23.61,18.35,2.76,0
20230409:1710,95.02,151.13,12.56,17.61,2,0
20230409:1810,0,0,0,16.55,1.52,0
20230409:1910,0,0,0,14.61,1.93,0
20230409:2010,0,0,0,13.31,1.93,0
20230409:2110,0,0,0,12.22,1.93,0
20230409:2210,0,0,0,11.28,1.93,0
20230409:2310,0,0,0,10.45,1.93,0
20230410:0010,0,0,0,9.81,2,0
20230410:0110,0,0,0,9.35,2,0
20230410:0210,0,0,0,8.86,2.07,0
20230410:0310,0,0,0,8.51,2.07,0
20230410:0410,0,0,0,8.24,2.07,0
20230410:0510,0,0,0,8.15,2.07,0
20230410:0610,34.55,57.95,9.01,8.83,1.79,0
20230410:0710,204.64,267.92,20.12,11.81,1.03,0
20230410:0810,246.68,318.21,30.94,16.81,0.9,0
20230410:0910,263.92,341.24,40.97,18.54,1.66,0
20230410:1010,274.49,355.52,49.36,19.46,2.28,0
20230410:1110,712.18,987.32,54.74,20.13,2.41,0
20230410:1210,631.3,858.58,55.59,20.62,2.48,0
20230410:1310,671.07,923.46,51.59,21.07,2.41,0
20230410:1410,376.23,490.58,44.03,21.2,2.34,0
20230410:1510,294.05,381.27,34.43,20.91,2.48,0
20230410:1610,106.41,147.77,23.81,20.41,2.76,0
20230410:1710,13.45,29.33,12.75,19.93,2.48,0
20230410:1810,0,0.91,1.66,18.7,1.86,0
20230410:1910,0,0,0,16.55,0.83,0
20230410:2010,0,0,0,15.68,1.03,0
20230410:2110,0,0,0,14.67,1.45,0
20230410:2210,0,0,0,13.82,1.66,0
20230410:2310,0,0,0,13.12,1.79,0
20230411:0010,0,0,0,12.5,1.66,0
20230411:0110,0,0,0,12.35,1.38,0
20230411:0210,0,0,0,12.9,1.24,0
20230411:0310,0,0,0,13.92,0.97,0
20230411:0410,0,0,0,14.46,0.55,0
20230411:0510,0,0,0,14.32,0.55,0
20230411:0610,46.87,88.2,9.31,14.14,0.62,0
20230411:0710,221.68,292.31,20.42,12.77,0.9,0
20230411:0810,388.68,504.77,31.25,16.49,0.55,0
20230411:0910,561.68,747.25,41.3,18.31,1.59,0
20230411:1010,658.18,890.19,49.72,19.43,2.55,0
20230411:1110,711.9,977.43,55.12,20.22,2.9,0
20230411:1210,737.66,1030.62,55.95,20.7,2.55,0
20230411:1310,699.25,970.48,51.89,21.07,2.34,0
20230411:1410,513.57,676.28,44.28,21.72,3.17,0
20230411:1510,187.72,247.22,34.65,21.56,4.28,0
20230411:1610,152.84,204.38,24.01,20.44,4.21,0
20230411:1710,51.91,81.15,12.94,18.98,3.59,0
20230411:1810,0,1.81,1.86,17.62,2.28,0
20230411:1910,0,0,0,16.34,1.38,0
20230411:2010,0,0,0,15.18,1.17,0
20230411:2110,0,0,0,14.11,1.38,0
20230411:2210,0,0,0,13.1,1.38,0
20230411:2310,0,0,0,12.34,1.45,0
20230412:0010,0,0,0,11.74,1.52,0
20230412:0110,0,0,0,11.19,1.59,0
20230412:0210,0,0,0,10.68,1.59,0
20230412:0310,0,0,0,10.19,1.59,0
20230412:0410,0,0,0,9.81,1.59,0
20230412:0510,0,0,0,9.52,1.52,0
20230412:0610,48.45,81.7,9.6,9.59,1.24,0
20230412:0710,247.4,327.52,20.71,13.19,1.1,0
20230412:0810,436.81,569.77,31.56,16.4,0.76,0
20230412:0910,570.82,780.71,41.63,18.49,0.41,0
20230412:1010,676.93,953,50.07,20.1,1.17,0
20230412:1110,752.11,1052.6,55.49,20.75,2.69,0
20230412:1210,767.35,1052.52,56.3,20.71,3.93,0
20230412:1310,734.71,984.43,52.2,20.39,4.69,0
20230412:1410,625.26,810.73,44.54,19.71,5.17,0
20230412:1510,374.36,471.96,34.87,18.39,5.03,0
20230412:1610,88.24,123.17,24.2,17.02,5.45,0
20230412:1710,85.02,127.54,13.13,14.79,5.17,0
20230412:1810,0,2.72,2.06,13.49,4,0
20230412:1910,0,0,0,12.85,3.72,0
20230412:2010,0,0,0,11.82,3.93,0
20230412:2110,0,0,0,11.26,3.93,0
20230412:2210,0,0,0,10.99,3.38,0
20230412:2310,0,0,0,10.3,3.24,0
20230413:0010,0,0,0,9.7,3.17,0
20230413:0110,0,0,0,9.05,3.03,0
20230413:0210,0,0,0,8.41,2.76,0
20230413:0310,0,0,0,7.78,2.28,0
20230413:0410,0,0,0,7.49,1.45,0
20230413:0510,0,0,0,7.08,0.83,0
20230413:0610,54.26,102.82,9.89,7.23,0.97,0
20230413:0710,239.99,311.53,21,8.83,0.21,0
20230413:0810,460.9,580.97,31.86,9.52,0.9,0
20230413:0910,596.22,770.58,41.95,10.12,1.1,0
20230413:1010,705.76,927.9,50.42,10.71,2,0
20230413:1110,343.09,426.06,55.86,10.68,2.21,0
20230413:1210,48.81,73.79,56.66,11.36,1.59,0
20230413:1310,659.39,873.05,52.5,11.48,1.38,0
20230413:1410,477.08,600.28,44.79,11.14,1.86,0
20230413:1510,292.39,361.58,35.08,11.03,2.62,0
20230413:1610,314.16,396.28,24.4,11.1,2.62,0
20230413:1710,78.46,114.72,13.32,11.05,1.86,0
20230413:1810,0,0.91,2.25,10.71,1.17,0
20230413:1910,0,0,0,9.95,1.45,0
20230413:2010,0,0,0,9.18,1.45,0
20230413:2110,0,0,0,8.61,1.66,0
20230413:2210,0,0,0,8.14,1.38,0
20230413:2310,0,0,0,7.25,1.31,0
20230414:0010,0,0,0,6.67,1.59,0
20230414:0110,0,0,0,6.56,2,0
20230414:0210,0,0,0,6.66,2,0
20230414:0310,0,0,0,6.77,1.79,0
20230414:0410,0,0,0,6.93,1.66,0
20230414:0510,0,0,0,7.1,1.52,0
20230414:0610,55.38,98.82,10.18,7.49,1.17,0
20230414:0710,264.73,344.4,21.29,9.48,0.97,0
20230414:0810,454.3,575.41,32.16,11.05,1.03,0
20230414:0910,616.19,794.94,42.27,12.92,2.34,0
20230414:1010,559.76,721.11,50.77,14.65,2.69,0
20230414:1110,734.29,997.55,56.23,16.28,2.55,0
20230414:1210,741.14,1036.04,57.01,17.66,1.79,0
20230414:1310,695.04,974.9,52.8,18.67,1.24,0
20230414:1410,154.45,205.28,45.04,18.7,2.21,0
20230414:1510,464.51,591.14,35.3,17.2,3.45,0
20230414:1610,303.87,390.22,24.59,15.44,3.1,0
20230414:1710,79.81,118.74,13.51,14.52,1.72,0
20230414:1810,0,4.53,2.44,13.71,0.9,0
20230414:1910,0,0,0,12.97,1.45,0
20230414:2010,0,0,0,11.95,1.24,0
20230414:2110,0,0,0,11.02,1.17,0
20230414:2210,0,0,0,10.07,1.17,0
20230414:2310,0,0,0,9.26,1.31,0
20230415:0010,0,0,0,8.56,1.45,0
20230415:0110,0,0,0,8.1,1.72,0
20230415:0210,0,0,0,8.14,1.86,0
20230415:0310,0,0,0,7.79,1.93,0
20230415:0410,0,0,0,7.49,1.93,0
20230415:0510,0,0,0,7.39,1.72,0
20230415:0610,55.34,89.59,10.47,7.65,1.24,0
20230415:0710,238.1,310.74,21.58,11.13,0.62,0
20230415:0810,448.9,575.64,32.46,13.2,0.9,0
20230415:0910,569.46,749.14,42.59,14.53,1.17,0
20230415:1010,656.03,887.26,51.11,15.65,1.45,0
20230415:1110,748.06,1018.02,56.59,15.92,2.55,0
20230415:1210,775.28,1043.53,57.35,16.22,3.59,0
20230415:1310,299.83,377.39,53.1,16.09,4.55,0
20230415:1410,586.34,747.41,45.28,15.89,4.34,0
20230415:1510,514.15,648.52,35.51,16.62,4.76,0
20230415:1610,151.72,198.96,24.78,16.71,5.66,0
20230415:1710,107.31,172.61,13.7,16.48,5.93,0
20230415:1810,1.81,9.96,2.64,15.34,5.66,0
20230415:1910,0,0,0,13.74,5.86,0
20230415:2010,0,0,0,12.84,5.79,0
20230415:2110,0,0,0,12.11,5.31,0
20230415:2210,0,0,0,11.65,4.97,0
20230415:2310,0,0,0,11.19,4.21,0
20230416:0010,0,0,0,10.47,3.38,0
20230416:0110,0,0,0,9.56,3.1,0
20230416:0210,0,0,0,8.88,3.17,0
20230416:0310,0,0,0,8.42,3.17,0
20230416:0410,0,0,0,7.98,3.1,0
20230416:0510,0,0,0,7.49,2.9,0
20230416:0610,61.65,114.96,10.75,7.68,2.69,0
20230416:0710,272.32,352.31,21.86,10.75,2.34,0
20230416:0810,472.03,594.76,32.75,13.73,2.97,0
20230416:0910,600.33,771.88,42.9,15.98,3.72,0
20230416:1010,719.34,950.48,51.45,17.68,4.34,0
20230416:1110,783.1,1047.11,56.95,18.76,5.1,0
20230416:1210,792.44,1057.68,57.7,19.63,5.79,0
20230416:1310,492.11,629.12,53.39,20.09,5.93,0
20230416:1410,515.8,660.87,45.52,20.36,5.66,0
20230416:1510,518.32,663.93,35.72,20.23,5.31,0
20230416:1610,323.43,420.44,24.98,19.48,4.83,0
20230416:1710,107.61,173.27,13.89,18.26,4.14,0
20230416:1810,2.23,10.86,2.83,16.73,3.38,0
20230416:1910,0,0,0,15.12,2.62,0
20230416:2010,0,0,0,13.83,2.41,0
20230416:2110,0,0,0,12.91,2.62,0
20230416:2210,0,0,0,12.19,2.76,0
20230416:2310,0,0,0,11.45,2.76,0
20230417:0010,0,0,0,10.56,2.69,0
20230417:0110,0,0,0,9.54,2.48,0
20230417:0210,0,0,0,8.69,2.28,0
20230417:0310,0,0,0,8.11,2.21,0
20230417:0410,0,0,0,7.79,2.21,0
20230417:0510,0,0,0,7.75,2.34,0
20230417:0610,62.75,115.55,11.03,8.15,2.28,0
20230417:0710,268.59,348.1,22.14,10.79,1.86,0
20230417:0810,471.61,593.06,33.04,13.53,3.03,0
20230417:0910,635.12,818.37,43.21,15.1,3.59,0
20230417:1010,736.79,981.17,51.79,16.47,3.59,0
20230417:1110,788.96,1079.03,57.31,17.59,3.38,0
20230417:1210,782.45,1078.06,58.04,18.57,3.24,0
20230417:1310,699.1,940.4,53.68,19.04,3.45,0
20230417:1410,638.87,843.81,45.76,19.06,3.52,0
20230417:1510,505.43,654.85,35.92,19.28,3.24,0
20230417:1610,274.87,358.73,25.17,18.95,2.9,0
20230417:1710,15.59,32.16,14.07,17.88,2.62,0
20230417:1810,0.22,6.34,3.02,16.75,2.14,0
20230417:1910,0,0,0,14.83,0.48,0
20230417:2010,0,0,0,14.77,0.21,0
20230417:2110,0,0,0,13.39,1.31,0
20230417:2210,0,0,0,12.83,1.86,0
20230417:2310,0,0,0,12.25,2,0
20230418:0010,0,0,0,11.8,1.93,0
20230418:0110,0,0,0,11.04,1.93,0
20230418:0210,0,0,0,10.35,1.93,0
20230418:0310,0,0,0,9.65,1.79,0
20230418:0410,0,0,0,9.43,1.59,0
20230418:0510,0,0,0,9.39,1.45,0
20230418:0610,37.4,59.95,11.3,9.81,1.1,0
20230418:0710,176.19,228.97,22.42,11.82,0.97,0
20230418:0810,323.96,411.61,33.32,13.63,0.69,0
20230418:0910,121.41,162.71,43.51,14.46,0.62,0
20230418:1010,88.89,123.92,52.12,15.08,0.55,0
20230418:1110,142.57,189.2,57.66,15.55,0.55,0
20230418:1210,214.15,277.5,58.38,15.92,0.76,0
20230418:1310,580.8,783.74,53.97,16.57,0.9,0
20230418:1410,51.15,78.52,46,17.25,1.31,0
20230418:1510,55.72,84.19,36.13,17.39,1.79,0
20230418:1610,209.1,272.22,25.35,16.98,2.07,0
20230418:1710,74.32,110.17,14.26,16.49,2.34,0
20230418:1810,0.58,7.24,3.22,15.44,2.41,0
20230418:1910,0,0,0,14.41,1.72,0
20230418:2010,0,0,0,13.28,1.72,0
20230418:2110,0,0,0,12.17,1.79,0
20230418:2210,0,0,0,11.25,1.86,0
20230418:2310,0,0,0,10.41,1.66,0
20230419:0010,0,0,0,9.48,1.66,0
20230419:0110,0,0,0,8.69,1.59,0
20230419:0210,0,0,0,8.08,1.59,0
20230419:0310,0,0,0,7.55,1.59,0
20230419:0410,0,0,0,7.13,1.52,0
20230419:0510,0,0,0,6.75,1.52,0
20230419:0610,66.45,118.37,11.57,7.45,1.17,0
20230419:0710,266.16,349.12,22.69,11.87,0.62,0
20230419:0810,451.11,584.88,33.6,14.67,0.69,0
20230419:0910,608.39,812.9,43.81,16.53,1.45,0
20230419:1010,707.37,974.03,52.45,17.97,1.93,0
20230419:1110,765.28,1070.37,58.02,18.95,2.41,0
20230419:1210,764.14,1074.52,58.72,19.79,2.41,0
20230419:1310,725.33,998.93,54.26,20.35,2.9,0
20230419:1410,643.47,859.66,46.24,20.44,3.31,0
20230419:1510,506.22,653.17,36.33,19.89,4,0
20230419:1610,314.56,409.27,25.54,19.03,4.14,0
20230419:1710,103.73,162.27,14.44,18.01,3.52,0
20230419:1810,3.67,13.58,3.41,16.92,2.55,0
20230419:1910,0,0,0,15.33,2.28,0
20230419:2010,0,0,0,14.2,2.21,0
20230419:2110,0,0,0,13.19,2.14,0
20230419:2210,0,0,0,12.3,2.14,0
